,name,age,date,mv
45410,marcelo-meli,25,17,2700000
45411,marcelo-meli,25,17,2700000
45412,marcelo-meli,24,16,2700000
45413,marcelo-meli,22,14,68000
45414,marcelo-meli,20,12,2700000
45415,marcos-sanchez,30,20,180000
45416,marcos-sanchez,27,17,90000
45417,marcos-sanchez,24,14,90000
45418,marcos-sanchez,20,10,90000
45419,mateo-montenegro,22,20,90000
45420,matias-nani,22,20,405000
45421,matias-nani,22,20,405000
45422,matias-nani,22,20,405000
45423,matias-nani,21,19,225000
45424,matias-nani,21,19,225000
45425,matias-nani,20,18,68000
45426,matias-nani,20,18,68000
45427,matias-nani,19,17,68000
45428,matias-nani,19,17,68000
45429,matias-nani,18,16,68000
45430,matias-pato,28,20,90000
45431,matias-pato,27,19,90000
45432,matias-pato,26,18,90000
45433,matias-pato,21,13,90000
45434,maximiliano-acuna,22,20,90000
45435,maximiliano-acuna,21,19,90000
45436,maximiliano-cavallotti,35,20,45000
45437,maximiliano-cavallotti,33,18,90000
45438,maximiliano-cavallotti,32,17,23000
45439,maximiliano-cavallotti,22,7,23000
45440,maximiliano-cavallotti,21,6,23000
45441,nicolas-miracco,29,20,270000
45442,nicolas-miracco,28,19,405000
45443,nicolas-miracco,26,17,45000
45444,nicolas-miracco,25,16,45000
45445,nicolas-miracco,25,16,45000
45446,nicolas-miracco,20,11,45000
45447,oscar-salomon,23,21,135000
45448,oscar-salomon,20,19,135000
45449,oscar-salomon,18,17,135000
45450,santiago-gallucci,29,20,180000
45451,santiago-gallucci,27,18,225000
45452,santiago-gallucci,26,17,23000
45453,santiago-gallucci,24,15,23000
45454,santiago-gallucci,22,13,23000
45455,adonis-frias,21,19,225000
45456,adonis-frias,20,18,225000
45457,adonis-frias,18,16,225000
45458,aldo-maiz,20,20,225000
45459,aldo-maiz,20,20,225000
45460,aldo-maiz,19,19,225000
45461,braian-ojeda,20,20,135000
45462,braian-ojeda,20,20,135000
45463,braian-ojeda,19,19,135000
45464,cristian-barrios,20,18,135000
45465,david-escalante,28,19,135000
45466,david-escalante,24,15,135000
45467,david-escalante,23,14,135000
45468,david-escalante,21,12,135000
45469,david-escalante,21,11,135000
45470,david-escalante,20,11,135000
45471,erwin-avalos,29,12,1080000
45472,erwin-avalos,28,11,720000
45473,erwin-avalos,28,11,720000
45474,erwin-avalos,27,10,720000
45475,erwin-avalos,27,10,1080000
45476,erwin-avalos,25,8,1080000
45477,erwin-avalos,25,8,1080000
45478,erwin-avalos,24,7,1080000
45479,erwin-avalos,24,7,1080000
45480,erwin-avalos,23,5,1080000
45481,erwin-avalos,22,5,1080000
45482,erwin-avalos,18,1,1080000
45483,enzo-coacci,21,19,68000
45484,enzo-coacci,21,19,1080000
45485,eugenio-isnaldo,26,19,495000
45486,eugenio-isnaldo,25,19,405000
45487,eugenio-isnaldo,24,18,540000
45488,eugenio-isnaldo,23,17,1170000
45489,eugenio-isnaldo,22,16,1080000
45490,eugenio-isnaldo,21,15,225000
45491,mauro-gonzalez,24,20,270000
45492,mauro-gonzalez,24,20,270000
45493,mauro-gonzalez,23,19,113000
45494,mauro-gonzalez,22,18,90000
45495,mauro-gonzalez,22,18,90000
45496,mauro-gonzalez,21,17,90000
45497,mauro-gonzalez,21,17,90000
45498,mauro-gonzalez,20,16,90000
45499,mauro-gonzalez,20,16,90000
45500,mauro-gonzalez,19,15,90000
45501,mauro-gonzalez,18,14,90000
45502,ezequiel-unsain,22,17,540000
45503,ezequiel-unsain,18,13,90000
45504,fernando-marquez,32,20,1080000
45505,fernando-marquez,31,19,1350000
45506,fernando-marquez,30,18,1350000
45507,fernando-marquez,30,18,1350000
45508,fernando-marquez,29,17,540000
45509,fernando-marquez,24,12,90000
45510,fernando-marquez,22,10,90000
45511,fernando-marquez,20,8,90000
45512,francisco-cerro,32,20,180000
45513,francisco-cerro,30,18,360000
45514,francisco-cerro,29,17,720000
45515,francisco-cerro,26,14,1800000
45516,francisco-cerro,23,11,180000
45517,francisco-cerro,20,8,1800000
45518,francisco-pizzini,28,21,293000
45519,francisco-pizzini,27,20,360000
45520,francisco-pizzini,24,17,810000
45521,francisco-pizzini,23,16,450000
45522,francisco-pizzini,20,13,135000
45523,francisco-pizzini,18,11,450000
45524,gonzalo-piovi,28,21,360000
45525,gonzalo-piovi,26,20,360000
45526,gonzalo-piovi,26,20,360000
45527,gonzalo-piovi,25,19,450000
45528,gonzalo-piovi,25,19,450000
45529,gonzalo-piovi,24,18,450000
45530,gonzalo-piovi,24,18,450000
45531,gonzalo-piovi,21,15,45000
45532,gonzalo-piovi,19,13,450000
45533,guido-mainero,25,20,225000
45534,guido-mainero,24,19,360000
45535,guido-mainero,23,18,360000
45536,guido-mainero,19,14,360000
45537,hector-martinez,22,20,1170000
45538,hector-martinez,22,20,1170000
45539,hector-martinez,21,19,113000
45540,ignacio-aliseda,20,20,2700000
45541,ignacio-aliseda,18,18,113000
45542,lorenzo-gonzalez,20,20,720000
45543,lorenzo-gonzalez,19,19,720000
45544,lorenzo-gonzalez,17,17,720000
45545,lorenzo-gonzalez,16,16,720000
45546,juan-lucero,23,18,68000
45547,juan-lucero,22,17,68000
45548,juan-rodriguez,25,19,225000
45549,juan-rodriguez,24,18,225000
45550,juan-rodriguez,23,17,225000
45551,juan-rodriguez,21,15,225000
45552,juan-villagra,20,20,68000
45553,julian-ferreyra,19,17,68000
45554,gianluca-iadarola,24,20,68000
45555,gianluca-iadarola,23,19,68000
45556,gianluca-iadarola,22,18,68000
45557,gianluca-iadarola,20,16,68000
45558,lucas-coyette,22,20,68000
45559,lucio-chiappero,26,20,68000
45560,lucio-chiappero,24,18,90000
45561,lucio-chiappero,22,16,68000
45562,marcelo-benitez,28,19,1350000
45563,marcelo-benitez,27,18,1350000
45564,marcelo-benitez,27,18,1350000
45565,marcelo-benitez,26,17,720000
45566,marcelo-benitez,26,17,720000
45567,marcelo-benitez,25,16,900000
45568,marcelo-benitez,20,11,45000
45569,matias-barrios,20,20,45000
45570,matias-laba,28,20,450000
45571,matias-laba,27,19,315000
45572,matias-laba,26,18,630000
45573,matias-laba,22,14,450000
45574,matias-laba,21,13,450000
45575,matias-laba,19,11,45000
45576,mauricio-duarte,28,20,540000
45577,mauricio-duarte,25,17,90000
45578,mauricio-duarte,25,17,90000
45579,mauricio-duarte,20,12,90000
45580,nahuel-gallardo,23,21,810000
45581,nahuel-gallardo,22,20,900000
45582,nahuel-gallardo,21,19,315000
45583,nahuel-gallardo,18,16,900000
45584,nelson-acevedo,33,20,315000
45585,nelson-acevedo,32,20,405000
45586,nelson-acevedo,30,18,540000
45587,nelson-acevedo,30,18,540000
45588,nelson-acevedo,28,16,158000
45589,nelson-acevedo,26,14,68000
45590,nelson-acevedo,21,9,68000
45591,nelson-acevedo,21,9,68000
45592,neri-cardozo,34,20,360000
45593,neri-cardozo,33,19,720000
45594,neri-cardozo,32,18,1620000
45595,neri-cardozo,31,17,1800000
45596,neri-cardozo,30,16,1800000
45597,neri-cardozo,25,11,2700000
45598,neri-cardozo,25,10,2700000
45599,neri-cardozo,24,10,2250000
45600,neri-cardozo,23,9,1890000
45601,neri-cardozo,18,4,2250000
45602,nestor-breitenbruch,25,20,630000
45603,nestor-breitenbruch,25,20,630000
45604,nestor-breitenbruch,24,19,270000
45605,nestor-breitenbruch,24,19,270000
45606,nestor-breitenbruch,23,18,270000
45607,nestor-breitenbruch,23,18,270000
45608,nestor-breitenbruch,21,15,540000
45609,nestor-breitenbruch,20,15,360000
45610,nicolas-avellaneda,29,21,180000
45611,nicolas-avellaneda,27,20,180000
45612,nicolas-avellaneda,27,20,180000
45613,nicolas-avellaneda,26,19,90000
45614,nicolas-avellaneda,26,19,90000
45615,nicolas-avellaneda,25,18,68000
45616,nicolas-avellaneda,22,15,45000
45617,nicolas-avellaneda,19,12,68000
45618,nicolas-leguizamon,27,21,855000
45619,nicolas-leguizamon,25,20,1080000
45620,nicolas-leguizamon,21,16,1080000
45621,nicolas-leguizamon,20,15,1080000
45622,nicolas-tripichio,25,21,495000
45623,nicolas-tripichio,24,20,495000
45624,nicolas-tripichio,22,18,405000
45625,nicolas-tripichio,19,15,495000
45626,juanpe,25,16,450000
45627,juanpe,25,16,450000
45628,juanpe,24,15,540000
45629,juanpe,24,15,360000
45630,juanpe,23,14,180000
45631,juanpe,23,14,180000
45632,juanpe,22,13,180000
45633,juanpe,19,10,180000
45634,juanpe,18,9,180000
45635,raul-loaiza,25,19,630000
45636,raul-loaiza,25,19,630000
45637,raul-loaiza,25,19,630000
45638,raul-loaiza,23,17,495000
45639,raul-loaiza,19,13,630000
45640,ivan-ramirez,30,20,135000
45641,ivan-ramirez,29,19,135000
45642,ivan-ramirez,29,19,135000
45643,ivan-ramirez,28,18,135000
45644,ivan-ramirez,27,17,135000
45645,ivan-ramirez,26,16,135000
45646,ivan-ramirez,24,14,135000
45647,rodrigo-herrera,31,20,68000
45648,rodrigo-herrera,30,19,68000
45649,rodrigo-herrera,30,19,68000
45650,rodrigo-herrera,27,16,68000
45651,rodrigo-herrera,27,16,68000
45652,rodrigo-herrera,26,15,68000
45653,rodrigo-herrera,26,15,68000
45654,rodrigo-herrera,25,14,68000
45655,rodrigo-herrera,20,9,68000
45656,rodrigo-herrera,20,9,68000
45657,rodrigo-herrera,19,8,68000
45658,ruben-botta,30,20,1080000
45659,ruben-botta,30,20,1350000
45660,ruben-botta,27,17,2070000
45661,ruben-botta,25,15,2700000
45662,ruben-botta,25,15,3600000
45663,ruben-botta,24,14,4050000
45664,ruben-botta,24,14,4500000
45665,ruben-botta,23,13,4500000
45666,ruben-botta,19,9,45000
45667,ruben-botta,18,8,4500000
45668,lautaro-escalante,21,20,4500000
45669,lautaro-escalante,21,20,4500000
45670,tomas-ortiz,20,20,4500000
45671,tomas-ortiz,20,20,4500000
45672,washington-camacho,34,20,540000
45673,washington-camacho,33,19,540000
45674,washington-camacho,31,17,810000
45675,washington-camacho,31,17,810000
45676,washington-camacho,30,16,1350000
45677,washington-camacho,29,15,630000
45678,washington-camacho,27,13,270000
45679,washington-camacho,26,12,293000
45680,washington-camacho,25,11,135000
45681,washington-camacho,24,10,135000
45682,washington-camacho,23,9,135000
45683,washington-camacho,22,8,135000
45684,alexis-vega,21,19,630000
45685,alexis-vega,18,16,135000
45686,camilo-ayala,33,18,630000
45687,camilo-ayala,32,18,495000
45688,camilo-ayala,30,16,450000
45689,camilo-ayala,29,15,450000
45690,camilo-ayala,28,14,450000
45691,camilo-ayala,27,13,450000
45692,camilo-ayala,25,11,450000
45693,camilo-ayala,25,11,450000
45694,camilo-ayala,24,10,450000
45695,camilo-ayala,22,8,450000
45696,miguel-acosta,34,9,540000
45697,miguel-acosta,32,7,540000
45698,miguel-acosta,30,5,540000
45699,miguel-acosta,24,99,540000
45700,miguel-acosta,20,95,540000
45701,angel-gonzalez,25,19,4050000
45702,angel-gonzalez,21,15,4050000
45703,angel-gonzalez,19,13,4050000
45704,bruno-valdez,24,16,1350000
45705,bruno-valdez,22,14,1350000
45706,bruno-valdez,19,11,1350000
45707,dario-sarmiento,16,19,1350000
45708,dario-sarmiento,15,18,1350000
45709,david-ayala,17,19,1350000
45710,diego-garcia,22,19,270000
45711,diego-garcia,22,19,270000
45712,diego-garcia,22,19,203000
45713,diego-garcia,22,19,203000
45714,diego-garcia,21,17,203000
45715,diego-garcia,20,17,203000
45716,diego-garcia,18,15,203000
45717,santiago-gonzalez,28,20,270000
45718,santiago-gonzalez,28,20,270000
45719,santiago-gonzalez,26,18,270000
45720,santiago-gonzalez,24,16,225000
45721,santiago-gonzalez,24,16,225000
45722,santiago-gonzalez,23,15,270000
45723,santiago-gonzalez,23,15,270000
45724,santiago-gonzalez,23,14,405000
45725,santiago-gonzalez,22,14,315000
45726,santiago-gonzalez,22,14,315000
45727,santiago-gonzalez,20,12,315000
45728,santiago-gonzalez,20,12,315000
45729,santiago-gonzalez,19,11,315000
45730,enzo-kalinski,32,19,720000
45731,enzo-kalinski,31,18,1080000
45732,enzo-kalinski,30,17,1080000
45733,enzo-kalinski,29,16,1080000
45734,enzo-kalinski,24,11,270000
45735,enzo-kalinski,20,7,1080000
45736,facundo-mura,20,19,1080000
45737,facundo-sanchez,30,20,1440000
45738,facundo-sanchez,26,16,180000
45739,facundo-sanchez,23,13,45000
45740,facundo-sanchez,21,11,45000
45741,facundo-sanchez,19,9,45000
45742,federico-gonzalez,32,19,765000
45743,federico-gonzalez,31,17,720000
45744,federico-gonzalez,30,17,720000
45745,federico-gonzalez,30,17,810000
45746,federico-gonzalez,28,15,360000
45747,federico-gonzalez,23,10,180000
45748,federico-gonzalez,23,10,45000
45749,federico-gonzalez,22,9,45000
45750,federico-gonzalez,20,7,45000
45751,jean-rodriguez,33,20,225000
45752,jean-rodriguez,32,19,225000
45753,jean-rodriguez,31,18,225000
45754,jean-rodriguez,30,17,225000
45755,jean-rodriguez,29,16,225000
45756,jean-rodriguez,28,15,225000
45757,jean-rodriguez,27,14,225000
45758,jean-rodriguez,27,14,225000
45759,jean-rodriguez,26,13,225000
45760,jean-rodriguez,26,13,225000
45761,jean-rodriguez,25,12,225000
45762,jean-rodriguez,24,11,225000
45763,jean-rodriguez,23,10,225000
45764,franco-romero,24,19,293000
45765,franco-romero,19,14,293000
45766,franco-sivetti,20,18,225000
45767,gaston-fernandez,37,20,4500000
45768,gaston-fernandez,34,17,405000
45769,gaston-fernandez,34,17,405000
45770,gaston-fernandez,33,16,405000
45771,gaston-fernandez,32,15,540000
45772,gaston-fernandez,31,14,900000
45773,gaston-fernandez,30,13,900000
45774,gaston-fernandez,30,13,900000
45775,gaston-fernandez,27,10,1800000
45776,gaston-fernandez,26,9,2340000
45777,gaston-fernandez,25,8,3240000
45778,gaston-fernandez,25,8,4500000
45779,gaston-fernandez,24,6,4500000
45780,gaston-fernandez,23,6,4500000
45781,gaston-fernandez,23,6,4500000
45782,gaston-fernandez,21,4,4500000
45783,gaston-fernandez,20,3,4500000
45784,gaston-fernandez,19,2,4500000
45785,ivan-erquiaga,20,18,4500000
45786,ivan-erquiaga,18,16,4500000
45787,ivan-gomez,20,17,68000
45788,ivan-gomez,19,16,4500000
45789,javier-mascherano,36,20,360000
45790,javier-mascherano,34,18,5400000
45791,javier-mascherano,26,10,23400000
45792,javier-mascherano,24,8,10800000
45793,javier-mascherano,24,7,10800000
45794,javier-mascherano,23,7,10620000
45795,javier-mascherano,22,6,10620000
45796,javier-mascherano,21,5,10620000
45797,javier-mascherano,19,3,10620000
45798,jeronimo-pourtau,19,19,225000
45799,jeronimo-pourtau,17,17,10620000
45800,jonathan-schunke,33,20,990000
45801,jonathan-schunke,25,12,270000
45802,jonathan-schunke,24,11,270000
45803,jonathan-schunke,23,10,248000
45804,jonathan-schunke,22,9,45000
45805,jonathan-schunke,22,9,45000
45806,jonathan-schunke,21,8,45000
45807,jonathan-schunke,21,8,45000
45808,jonathan-schunke,20,7,45000
45809,jorge-tapia,28,77,45000
45810,jorge-tapia,20,69,45000
45811,juan-david-diaz,19,16,45000
45812,juan-fuentes,26,21,360000
45813,juan-fuentes,25,20,360000
45814,juan-fuentes,24,19,405000
45815,juan-fuentes,18,13,360000
45816,lucas-rodriguez,23,19,3420000
45817,lucas-rodriguez,22,19,2930000
45818,lucas-rodriguez,18,15,3420000
45819,marcos-rojo,30,20,7200000
45820,marcos-rojo,30,20,9000000
45821,marcos-rojo,24,14,10800000
45822,marcos-rojo,22,12,1800000
45823,marcos-rojo,21,11,1350000
45824,marcos-rojo,19,9,68000
45825,marcos-rojo,18,8,1350000
45826,mariano-andujar,33,16,1350000
45827,mariano-andujar,33,16,1620000
45828,mariano-andujar,32,15,1800000
45829,mariano-andujar,31,14,3420000
45830,mariano-andujar,29,12,3600000
45831,mariano-andujar,29,12,3600000
45832,mariano-andujar,26,9,3150000
45833,mariano-andujar,23,6,540000
45834,mariano-andujar,23,6,540000
45835,mariano-andujar,22,5,540000
45836,mariano-andujar,18,1,540000
45837,martin-cauteruccio,33,20,1350000
45838,martin-cauteruccio,30,17,2250000
45839,martin-cauteruccio,26,13,3150000
45840,martin-cauteruccio,24,11,450000
45841,martin-cauteruccio,23,10,383000
45842,martin-cauteruccio,22,9,383000
45843,martin-cauteruccio,21,8,383000
45844,martin-cauteruccio,21,8,383000
45845,martin-cauteruccio,20,7,383000
45846,mateo-retegui,23,21,608000
45847,mateo-retegui,21,20,608000
45848,mateo-retegui,21,20,608000
45849,mateo-retegui,20,19,135000
45850,mateo-retegui,20,19,135000
45851,mateo-retegui,19,18,135000
45852,matias-pellegrini,20,19,5400000
45853,matias-pellegrini,19,19,1580000
45854,matias-pellegrini,19,19,1580000
45855,matias-pellegrini,18,18,1580000
45856,mauricio-guzman,21,20,1580000
45857,mauricio-guzman,20,19,1580000
45858,mauricio-guzman,17,16,1580000
45859,mauricio-rosales,28,20,90000
45860,mauricio-rosales,26,18,180000
45861,mauricio-rosales,25,17,360000
45862,mauricio-rosales,25,17,360000
45863,mauricio-rosales,24,16,450000
45864,mauricio-rosales,19,11,360000
45865,mauro-diaz,29,20,1080000
45866,mauro-diaz,27,18,900000
45867,mauro-diaz,22,13,720000
45868,mauro-diaz,22,12,720000
45869,mauro-diaz,21,12,720000
45870,mauro-diaz,17,8,720000
45871,nahuel-estevez,25,21,675000
45872,nahuel-estevez,24,20,270000
45873,nahuel-estevez,22,18,270000
45874,nahuel-estevez,21,17,270000
45875,nahuel-estevez,21,17,270000
45876,nazareno-colombo,20,19,270000
45877,ricardo-santiago-flores-rivas,19,19,270000
45878,vinicius-lansade,20,20,270000
45879,vinicius-lansade,19,19,270000
45880,vinicius-lansade,18,18,270000
45881,vinicius-lansade,17,17,270000
45882,german-gutierrez,30,20,990000
45883,german-gutierrez,24,14,270000
45884,antonio-napolitano,21,20,270000
45885,axel-perez,18,20,180000
45886,brahian-aleman,29,19,2250000
45887,brahian-aleman,28,18,2480000
45888,brahian-aleman,27,17,1080000
45889,brahian-aleman,26,16,1980000
45890,brahian-aleman,26,15,1980000
45891,brahian-aleman,25,15,3150000
45892,brahian-aleman,25,15,3150000
45893,brahian-aleman,24,14,540000
45894,brahian-aleman,22,12,540000
45895,brahian-aleman,20,10,540000
45896,claudio-spinelli,24,21,450000
45897,claudio-spinelli,23,20,450000
45898,claudio-spinelli,23,20,720000
45899,claudio-spinelli,22,19,2700000
45900,claudio-spinelli,22,19,2700000
45901,claudio-spinelli,22,19,2700000
45902,claudio-spinelli,22,19,2700000
45903,claudio-spinelli,21,18,3600000
45904,claudio-spinelli,21,18,3600000
45905,claudio-spinelli,21,18,3600000
45906,claudio-spinelli,20,17,3600000
45907,claudio-spinelli,20,17,3600000
45908,elias-ramirez,19,18,3600000
45909,elias-ramirez,19,18,3600000
45910,elias-ramirez,18,17,3600000
45911,eric-ramirez,20,19,203000
45912,eric-ramirez,20,19,203000
45913,eric-ramirez,20,19,135000
45914,eric-ramirez,18,17,45000
45915,eric-ramirez,18,17,45000
45916,eric-ramirez,18,17,45000
45917,fernando-martinez,27,17,270000
45918,fernando-martinez,26,16,270000
45919,fernando-martinez,23,13,270000
45920,fernando-martinez,23,13,270000
45921,fernando-martinez,22,12,270000
45922,fernando-martinez,20,10,270000
45923,fernando-martinez,19,9,270000
45924,franco-mussis,28,20,585000
45925,franco-mussis,27,19,1440000
45926,franco-mussis,23,15,1350000
45927,franco-mussis,23,15,1350000
45928,franco-mussis,22,14,1350000
45929,franco-mussis,22,14,1350000
45930,franco-mussis,21,13,1350000
45931,german-guiffrey,21,19,225000
45932,guillermo-gomez,22,18,1350000
45933,harrinson-mancilla,28,20,450000
45934,harrinson-mancilla,26,18,135000
45935,horacio-tijanovich,22,18,450000
45936,horacio-tijanovich,21,17,90000
45937,horacio-tijanovich,21,17,90000
45938,horacio-tijanovich,20,16,90000
45939,horacio-tijanovich,20,16,90000
45940,horacio-tijanovich,20,15,45000
45941,ivo-mammini,17,20,45000
45942,eduardo-vargas,27,17,5400000
45943,eduardo-vargas,25,15,5400000
45944,eduardo-vargas,25,15,5400000
45945,eduardo-vargas,24,14,5400000
45946,eduardo-vargas,24,14,5400000
45947,eduardo-vargas,24,14,5400000
45948,eduardo-vargas,24,13,5400000
45949,eduardo-vargas,23,13,6300000
45950,eduardo-vargas,22,12,5400000
45951,eduardo-vargas,20,10,225000
45952,eduardo-vargas,16,6,5400000
45953,jhonatan-agudelo,27,20,675000
45954,jhonatan-agudelo,27,20,675000
45955,jhonatan-agudelo,27,20,855000
45956,jhonatan-agudelo,24,17,585000
45957,jhonatan-agudelo,24,17,585000
45958,jhonatan-agudelo,24,17,585000
45959,jhonatan-agudelo,23,16,450000
45960,jorge-broun,34,20,450000
45961,jorge-broun,31,17,360000
45962,jorge-broun,30,16,720000
45963,jorge-broun,30,15,720000
45964,jorge-broun,28,14,900000
45965,jorge-broun,28,14,900000
45966,jorge-broun,27,13,900000
45967,jorge-broun,23,9,990000
45968,jorge-broun,19,5,900000
45969,jose-paradela,20,19,900000
45970,jose-paradela,19,18,900000
45971,juan-cataldi,22,20,90000
45972,juan-cataldi,21,20,90000
45973,juan-cataldi,19,18,90000
45974,lautaro-chavez,18,19,90000
45975,leonardo-morales,28,19,180000
45976,leonardo-morales,27,18,45000
45977,leonardo-morales,26,17,180000
45978,lucas-barrios,35,20,675000
45979,lucas-barrios,34,19,1580000
45980,lucas-barrios,33,18,1580000
45981,lucas-barrios,33,18,1580000
45982,lucas-barrios,32,17,1580000
45983,lucas-barrios,30,15,2700000
45984,lucas-barrios,30,15,2700000
45985,lucas-barrios,29,14,1800000
45986,lucas-barrios,28,13,1800000
45987,lucas-barrios,27,12,9000000
45988,lucas-barrios,24,9,2160000
45989,lucas-barrios,23,8,360000
45990,lucas-barrios,23,8,360000
45991,lucas-barrios,23,8,360000
45992,lucas-barrios,22,7,360000
45993,lucas-barrios,21,6,360000
45994,lucas-barrios,21,6,360000
45995,lucas-barrios,20,5,360000
45996,lucas-barrios,19,4,360000
45997,lucas-barrios,19,4,360000
45998,lucas-licht,31,12,540000
45999,lucas-licht,29,10,1800000
46000,lucas-licht,28,9,3600000
46001,lucas-licht,25,6,3600000
46002,lucas-licht,19,0,3600000
46003,lucas-miguez,18,19,3600000
46004,manuel-guanini,24,20,540000
46005,manuel-guanini,19,15,3600000
46006,matias-garcia,28,19,540000
46007,matias-garcia,25,16,158000
46008,matias-garcia,20,11,540000
46009,matias-melluso,20,18,3600000
46010,matias-melluso,18,16,3600000
46011,matias-miranda,19,19,3600000
46012,matias-perez-garcia,36,20,270000
46013,matias-perez-garcia,35,19,270000
46014,matias-perez-garcia,33,17,630000
46015,matias-perez-garcia,32,16,405000
46016,matias-perez-garcia,30,14,675000
46017,matias-perez-garcia,28,12,810000
46018,matias-perez-garcia,28,12,810000
46019,matias-perez-garcia,27,11,810000
46020,matias-perez-garcia,27,11,810000
46021,matias-perez-garcia,25,9,360000
46022,matias-perez-garcia,24,8,360000
46023,matias-perez-garcia,23,7,360000
46024,matias-perez-garcia,22,6,360000
46025,matias-perez-garcia,21,5,360000
46026,matias-perez-garcia,18,2,360000
46027,maximiliano-caire,32,20,270000
46028,maximiliano-caire,31,19,270000
46029,maximiliano-caire,31,19,270000
46030,maximiliano-caire,29,17,540000
46031,maximiliano-caire,28,16,405000
46032,maximiliano-caire,27,15,900000
46033,maximiliano-caire,27,15,900000
46034,maximiliano-caire,26,14,900000
46035,maximiliano-caire,21,9,90000
46036,maximiliano-caire,21,9,90000
46037,maximiliano-caire,20,8,90000
46038,maximiliano-caire,20,8,90000
46039,maximiliano-comba,25,19,270000
46040,maximiliano-comba,25,19,270000
46041,maximiliano-comba,24,18,270000
46042,maximiliano-coronel,24,13,360000
46043,maximiliano-coronel,22,11,180000
46044,maximiliano-coronel,21,10,450000
46045,maximiliano-coronel,20,9,450000
46046,maximiliano-coronel,20,9,450000
46047,maximiliano-cuadra,26,21,653000
46048,maximiliano-cuadra,25,20,653000
46049,maximiliano-cuadra,25,20,653000
46050,maximiliano-cuadra,25,20,810000
46051,maximiliano-cuadra,25,19,810000
46052,maximiliano-cuadra,24,19,1580000
46053,maximiliano-cuadra,22,17,810000
46054,nelson-insfran,24,19,810000
46055,paolo-goltz,35,20,675000
46056,paolo-goltz,32,17,1620000
46057,paolo-goltz,29,14,1620000
46058,paolo-goltz,25,10,1350000
46059,paolo-goltz,16,1,1620000
46060,patricio-monti,22,20,45000
46061,patricio-monti,20,18,1620000
46062,rodrigo-rodriguez,23,19,90000
46063,rodrigo-rodriguez,16,12,1620000
46064,sebastian-cocimano,20,20,1620000
46065,tomas-durso,20,19,68000
46066,tomas-durso,18,17,1620000
46067,tomas-fernandez,24,21,383000
46068,tomas-fernandez,21,19,68000
46069,tomas-fernandez,21,19,68000
46070,tomas-fernandez,20,18,68000
46071,tomas-romero,18,19,68000
46072,tomas-romero,18,19,68000
46073,tomas-romero,18,19,68000
46074,tomas-romero,18,18,68000
46075,tomas-romero,17,18,68000
46076,tomas-romero,17,17,68000
46077,tomas-romero,16,17,68000
46078,tomas-romero,16,16,68000
46079,tomas-romero,15,16,68000
46080,victor-ayala,30,18,1080000
46081,victor-ayala,30,18,1080000
46082,victor-ayala,29,17,1620000
46083,victor-ayala,28,16,1440000
46084,victor-ayala,24,12,1440000
46085,victor-ayala,21,9,1440000
46086,victor-ayala,20,8,1440000
46087,victor-ayala,19,7,1440000
46088,victor-ayala,19,7,1440000
46089,agustin-alvarez,19,20,810000
46090,agustin-manzur,19,19,225000
46091,agustin-manzur,18,18,1440000
46092,dani-molina,25,21,180000
46093,dani-molina,24,20,180000
46094,dani-molina,24,20,180000
46095,dani-molina,21,17,225000
46096,dani-molina,19,15,180000
46097,dani-molina,18,14,225000
46098,danilo-ortiz,28,19,450000
46099,danilo-ortiz,27,19,540000
46100,danilo-ortiz,27,19,540000
46101,danilo-ortiz,27,19,540000
46102,danilo-ortiz,27,18,450000
46103,danilo-ortiz,26,18,405000
46104,danilo-ortiz,25,17,405000
46105,danilo-ortiz,25,17,405000
46106,danilo-ortiz,25,17,405000
46107,danilo-ortiz,25,17,405000
46108,danilo-ortiz,24,16,405000
46109,danilo-ortiz,24,16,405000
46110,danilo-ortiz,23,15,540000
46111,danilo-ortiz,23,15,720000
46112,danilo-ortiz,23,15,540000
46113,enzo-ybanez,24,21,180000
46114,enzo-ybanez,22,20,180000
46115,enzo-ybanez,22,20,180000
46116,enzo-ybanez,22,20,180000
46117,enzo-ybanez,20,18,45000
46118,enzo-ybanez,18,16,180000
46119,ezequiel-bullaude,19,19,68000
46120,ezequiel-bullaude,19,19,68000
46121,fabian-henriquez,21,16,68000
46122,fabian-henriquez,21,16,68000
46123,franco-gonzalez,20,19,68000
46124,gabriel-alanis,25,19,180000
46125,gabriel-alanis,24,18,180000
46126,gabriel-alanis,24,18,180000
46127,gabriel-alanis,21,15,180000
46128,gabriel-alanis,20,14,180000
46129,gabriel-carrasco,24,20,428000
46130,gabriel-carrasco,23,20,540000
46131,gabriel-carrasco,21,18,225000
46132,gabriel-carrasco,17,14,540000
46133,gianluca-ferrari,24,21,1800000
46134,gianluca-ferrari,23,20,2250000
46135,gianluca-ferrari,21,18,68000
46136,gianluca-ferrari,20,17,68000
46137,gianluca-ferrari,18,15,68000
46138,gianluca-ferrari,18,15,68000
46139,gianluca-ferrari,17,14,68000
46140,ivan-smith,20,19,68000
46141,ivan-smith,19,18,68000
46142,jaime-ayovi,32,20,720000
46143,jaime-ayovi,32,20,1440000
46144,jaime-ayovi,32,20,1800000
46145,jaime-ayovi,30,18,2880000
46146,jaime-ayovi,29,17,3240000
46147,jaime-ayovi,27,15,1440000
46148,jaime-ayovi,27,14,1440000
46149,jaime-ayovi,26,14,1440000
